,review,label
228,"When it comes to Transformers, I have no ax to grind, pro or con. For me, it's just another loud, plot-deficient summer motion picture. In this case, nostalgia doesn't grip me - I'm too old to have played with the gadgets or watched the cartoon. I'm sure many fanboys (and girls) will be delighted by what Michael Bay has done to update the Transformers mythos (basically, that means incorporating A-level special effects and blowing lots of things up). On the other hand, those with no particular emotional attachment to the toys and their multimedia offshoots may dislike this movie as much as I did. Thus far, the summer of 2007 has been full of very loud, very unsatisfying action movies. Transformers tops them all - it's louder, flashier, and more hollow than anything else out there. At 135 minutes, it drags - sometimes painfully so. The movie is top-heavy with exposition, and the only decent action scenes occur in the final 25 minutes. Despite an epileptic camera, those sequences are impressive from a special effects point-of-view, but they aren't exciting. That's because the characters are so poorly developed and the Transformers so singularly uninteresting that the question of who wins or loses doesn't matter. All the effort behind Transformers went into making the robots look cool; nothing went into developing a compelling storyline. Even the headline bout between Optimus Prime and Megatron is pedestrian - two big metallic monsters slugging it out while the camera spins around them as if out of control. It's kind of reminiscent of the Rock 'Em Sock 'Em Robots going at it. If the dialogue is anything to go by, Bay has a sense of humor. Not only does he take a moment to poke fun at one of his earlier hit movies, but he allows so many howlingly bad lines to be spoken that the level of self-parody has to be intentional. Transformers is a jumble of the good, the bad, and the ugly, with the latter two categories outweighing the former. The film has a lot of nice touches (such as the opening attack in Qatar, where there is a sense of danger, and the John Hughes-inspired introduction of Sam), but the meat of the story is plodding, recycled sci-fi drivel. That, I suppose, is what happens when a major motion picture is based on a 20-plus year old toy phenomenon. Transformers is so belabored that it makes Pirates of the Caribbean: At World's End seem like a masterpiece of pacing. It makes that ""classic"" midsummer alien invasion movie, Independence Day, seem like a template for inventive plotting and solid character development. Even by Michael Bay standards, this movie is vapid. Yes, there are plenty of explosions, but those are a dime-a-dozen these days; even Discovery Channel's Mythbusters has them. Transformers isn't clean, big-budget fun; it's clean, big-budget tedium. For Transformers fans, I suppose this is a dream motion picture. For everyone else, it's a nightmare.",0
229,"Transformers is a full action packed, funny and thrilling movie but in some aspects like the story and screenplay are pretty messy. But in general is a BADASS MOVIE.",1
230,This is the best movie ever it has lot of action and its just very very great. Transformers are all epic and thei battle is really great made. Sequels arent as good as this one but they are good too.,1
231,"Transformers is not the smartest movie out there, but it is a ton of fun. Michael Bay managed to create a mediocre adaptation of the Transformers animated series and probably his best film to date. It does have poor character development and acting performances, but the action sequences were so intriguing, that we almost forget the fact that they have these flaws. We expected a spine-chilling, robot-rumbling film and thats what we got. Rating: 7/10 A+ = 10A = 9A- = 8B+ = 7B = 6B- = 5C+ = 4C = 3C- = 2.5D+ = 2D = 1.5D- = 1F = 0",1
233,"Dumb FunTransformers may lack brains, But it makes up for it with it’s mind-blowing visuals, action, interesting robots, and a kickass soundtrack.",1
234,"This film, initially was quite good. It contained some action, a fairly good story and brilliant CGI. Most of the film was good and was not as long as the other ones but some of the humour just isn't funny at all. Overall a good film. 7.2/10",1
235,"Transformers is a perfectly functional blockbuster. It's shot and acted well, and has some thrilling action bolstered by incredible visual effects. It's light and fluffy entertainment done mostly right. There's not much beneath the surface, and some needless toilet humor pops up here and there, but all things considered, it's a mostly good time if you're looking to waste a few hours.",1
236,Action packed sci-fi movie with some dad/mom jokes thrown in to keep it light now and again.,1
237,"It's usual Michael Bay stuff - close-ups of hot chicks, top-notch special effects, and slow motion in front of american flags or helicopters with dusk or dawn in the background. The action is fun to watch and that's all you really need to know.",1
238,"Pros: -Really good action scenes.-The actors are doing a pretty solid job.-The human characters, while a bit generic, are likable enough.-Decent score.Cons:-The human characters, while likable enough, are still kinda generic. I honestly wasn’t expecting them to be super deep since this is Michael Bay, who is notorious for making style over substance films, but that still doesn’t excuse it. -Not all of the attempts at humor land.-Certain things in the ending, such as the Allspark killing Megatron and Bumblebee getting his voice back out of nowhere, could have been explained better.Final verdict: Transformers 1 is a pretty decent sci-fi action thriller that is easily still the second best Transformers movie (based on what I have heard, I have not seen any of the other Transformers movies aside from Bumblebee) and I would say that if you are interested it is worth checking out. However if you want a REALLY good Transformers movie, I’d still say go watch Bumblebee before this.",1
239,"I love this movie so much i don't know why people hate this movie and all the movies in the trilogy. I can agree some of the parts can get a little weird, it has awesome CGI. I do hate that they killed off jazz i personally would have liked to see more of him cause he's a very iconic character. In my opinion nothing can beat G1 transformers but i love this movie trilogy as well.",1
240,시리즈중에 최고.. 어렷을때 이영화를 엄청 좋아햇엇던 기억이..,1
241,"an Engaging, Funny, Heartfelt, and truly Emotional Experience that proves that Toy-to-film Adaptations CAN Work!",1
242,"With fantastic CGI, plenty of exhilarating action sequences and witty dialogue, ""Transformers"" qualifies as a stylish and engaging summer blockbuster.",1
243,"Very flashy movie - attractive cast, and brilliant cgi animations. However, the attempt at establishing settings for the story and the romance plot is weak at best. There is no character development.",1
244,"Nice spectacle, it's silly good fun. It doesn't take itself too seriously, which is important in a silly giant robot movie.",1
245,"Transformers is a good action film, the robots look amazing, and the plot is ok, it has also an excellent visual effects, the transformers are introduced correctly, the Decepticons not so good, but it's a good film.",1
246,"This movie may have thought to be fun in 2007, but it hasn't aged well and is as bad as the entire series under Michael Bay.  From terrible characters to dialogue sounding like a 12-year-old write, this movie doesn't and will never hold up for the years to come.  I hate this movie and the entire series as a whole and it was painful to watch this entire series be around as long as it was under Michael Bay.",0
247,"It wasn't perfect, but at least it was decent and very entertaining. Cgi, realistic design of the robots, and the action were just outstanding. Some people are complaining about charactar development in this film, but unlike the other bay movies, at least it has. And plot was also okay though.(all the scenes have make sense)Overall, Bay made decent film as the blockbuster 'popcorn' movie. And people loved it when this movie came out. People rated it 85% in Rotten tomatoes.",1
248,"It’s a story about fighting for peace. He didn’t realize that the car was a robot, who came from the other planet to find the rare box. Sam Witwicky got the car and he began to know that the car was a robot, Bumblebee. The robot explains to him that he comes to the earth with his teammates the rare box. The boy was exciting at that time and suddenly, he began to feel good because he knew that the robot is good and help to save the world. After that, they collaborated together to overcome the evil and tried to find those box. They were trying to escape every obstacle and saved the people's life from the bad things. Finally, they found the rare box and help the world to live with peace. Sometimes this story is hard to follow because it’s a kind of Sci-fi action movie. Some scenes I understand, but some scenes not. One thing I felt happy with this movie is, it’s predictable because I knew much about the action movies which are always happy at the end. Obviously, I love this movie because of its realistic, technology, and scientific. I will spend my time to watch another part of the movies very soon!!!",1
249,A classic giant robot flick with explosions and the ushering of the Michael Bay kind of movies.,1
250,"It's a very decent movie, with very good visual effects, and fun. Megan Fox is awesome as always.",1
251,Michael Bay's first Transformers movie is truly fun. It might not be perfect but it still boasts tons of exciting action that will entertain both kids and adults. The cast is solid and the CG1 is undeniably great. I just wish the sequels were like the original 2007 Transformers movie,1
252,very very very evry very very very very very very vry very very  very evryh vry very very veyr very vrey7 erv=vrt=y bad,0
253,"This movie is one of Bay's best. Even though the story isn't that great and the characters needed more development, kickass Transformers action and awesome Transformer characters make this movie worth while.",1
254,"Being a huge fan of the 1986 film, I felt obligated to see this new movie. I regret going to that theater. Somehow we all bought into the hype for it, despite the director's apparent fetishes. Michael Bay, the man who practically copyrighted explosions, gives us 3 hours of product placement, vaguely relevant references and rampant perversion. I looked at it in 2007 like a sub-par movie, now I look at it with disgust.",0
255,"ok, so when i was in year 7 my science teacher got some oreos and explained how the tectonic plates work i was pretty fun. untill i shat my pants in front of the whole class.",1
256,_______________________________________________________  8/10 * Guter Film.,1
